"h10_g3","h10_g4","h10_g10","h10_g11","h10_eco9","h10_reg7","p1002_8aq1"
1,1937,1,2,611,3,
2,1937,1,2,611,3,
1,1938,1,1,611,3,
2,1946,1,1,611,3,
2,1931,2,2,,3,
2,1957,2,2,941,3,103.7
2,1948,2,1,611,3,
1,1974,1,1,248,3,40
2,1976,1,1,259,3,
1,1999,0,1,,3,
1,2003,0,1,,3,
1,1931,1,2,,3,
2,1937,1,2,,3,
1,1932,1,2,611,3,
2,1940,1,2,611,3,
2,1941,2,2,,3,
2,1996,5,2,,3,
1,1999,0,2,,3,
2,2002,0,2,,3,
2,1940,2,2,,3,
1,1940,1,1,,3,
2,1947,1,1,,3,
1,1944,1,1,611,3,
2,1949,1,1,611,3,
1,1934,1,2,,3,
2,1936,1,2,,3,
1,1933,1,1,,3,
2,1937,1,1,,3,
2,1927,2,2,,3,
1,1945,1,1,611,3,
2,1950,1,1,611,3,
1,1972,3,1,930,3,202
2,1952,2,2,,3,
1,1949,1,1,611,3,
2,1957,1,1,611,3,
2,1982,1,1,,3,
2,1924,2,1,,3,
1,1982,1,1,521,3,209
1,2012,0,2,,3,
1,1935,1,2,611,3,
2,1944,1,1,611,3,
1,1932,2,1,,3,
1,1966,3,1,941,3,150
2,1995,5,1,,3,
2,1999,0,1,,3,
2,1940,2,1,,3,
1,1936,1,1,611,3,
2,1946,1,1,611,3,
2,1947,2,1,,3,
1,1980,1,1,611,3,
2,1983,1,1,,3,
1,2010,0,1,,3,
1,2011,0,1,,3,
1,1947,1,1,611,3,
2,1952,1,1,611,3,
2,1934,1,1,,3,
1,1931,2,1,,3,
1,1961,5,1,611,3,
1,1960,3,2,611,3,
2,1927,2,2,,3,
1,1952,1,2,611,3,
2,1955,1,1,611,3,
2,1923,2,1,,3,
1,1960,1,1,873,3,80
2,1969,1,1,941,3,70
1,1997,0,1,,3,
2,1998,0,1,,3,
1,2000,0,1,,3,
2,1949,2,1,611,3,
2,1929,2,1,,3,
2,1942,2,1,,3,
2,1921,2,2,,3,
2,1932,2,1,,3,
2,1931,2,1,,3,
2,1940,2,1,611,3,
2,1940,2,1,611,3,
2,1939,2,1,611,3,
2,1938,2,1,,3,
1,1967,3,1,510,7,
1,1994,5,1,,7,
1,1996,5,1,,7,
1,1978,1,1,762,7,161
2,1977,1,1,247,7,254
1,2006,0,2,,7,
1,2008,0,2,,7,
2,2012,0,2,,7,
2,1983,3,1,422,7,173
2,1981,1,1,422,7,192
1,1977,1,1,286,7,
1,2007,0,1,,7,
2,2009,0,1,,7,
2,1941,2,1,611,7,
2,1975,3,1,313,7,215.1
2,2007,0,1,,7,
1,2010,0,2,,7,
1,1976,1,2,252,7,441.7
2,1977,1,2,252,7,663.5
1,2007,0,2,,7,
1,2009,0,2,,7,
1,1976,1,2,761,7,209.6
2,1978,1,2,,7,
2,2009,0,2,,7,
2,2013,0,2,,7,
1,1958,1,1,120,7,588
2,1958,1,1,952,7,110
1,1984,5,1,432,7,250
1,1991,5,1,,7,
2,1932,2,1,,7,
2,1999,0,2,,7,
1,1954,5,2,,7,
1,1940,1,2,,7,
2,1944,1,2,991,7,
1,1973,1,2,873,7,140
2,1969,2,1,259,7,180
1,1996,5,2,,7,
2,1999,0,2,,7,
2,1980,1,1,710,7,140
1,2009,0,2,,7,
1,1972,1,1,312,7,243
2,1972,1,1,421,7,150
1,1998,0,1,,7,
2,2002,0,1,,7,
2,2005,0,1,,7,
1,1959,4,2,612,7,
1,1943,1,1,,7,
2,1941,1,1,,7,
2,1940,2,1,991,7,
1,1940,1,1,,7,
2,1945,1,1,,7,
1,1972,5,1,999,7,
2,2000,0,1,,7,
1,1957,1,1,873,7,250
2,1963,1,1,941,7,917
1,1986,5,1,222,1,244
1,1989,5,1,921,7,208
1,1997,0,1,,7,
1,1962,1,1,311,7,537.5
2,1967,1,1,243,7,104
2,1997,0,1,,7,
2,1998,0,1,,7,
1,2006,0,1,,7,
1,1962,1,2,311,7,550.1
2,1964,1,2,,7,
1,1991,5,2,,7,
2,1993,5,2,259,7,40
2,1956,3,2,521,7,
1,1983,5,2,,7,
1,1968,1,2,761,7,
2,1974,1,2,,7,
1,2009,0,2,,7,
2,2012,0,2,,7,
1,1976,3,2,311,7,333
2,1942,1,2,,7,
2,1983,5,2,320,7,241
1,1945,1,2,,7,
1,2011,0,2,,7,
1,1959,1,2,311,7,470
2,1960,1,2,,7,
1,1987,5,2,252,7,240
1,1989,5,2,,7,
2,1956,3,1,,7,
2,1942,4,1,421,7,25
2,1935,2,1,,7,
2,1946,2,1,441,7,
1,1939,1,2,,7,
2,1947,1,2,,7,
1,1973,3,2,873,7,197
2,2008,0,2,,7,
2,2010,0,2,,7,
1,1970,1,1,432,7,341.5
2,1971,1,1,432,7,71.5
1,2003,0,1,,7,
1,2005,0,1,,7,
1,1947,1,1,,7,
2,1950,1,1,951,7,45
1,1973,1,1,231,7,
2,1973,1,1,941,7,164.5
2,2001,0,1,,7,
1,2006,0,1,,7,
1,1969,1,2,312,7,481.3
2,1975,1,2,247,7,171
2,2005,0,2,,7,
1,2007,0,2,,7,
1,1977,1,2,312,7,361.3
2,1977,1,2,247,7,116.2
1,2006,0,2,,7,
2,2006,0,2,,7,
2,1926,2,1,,7,
1,1941,1,1,873,7,
2,1949,1,1,,7,
1,1971,5,1,999,7,74
1,1946,1,2,611,7,
2,1946,1,2,611,7,
2,1942,2,2,,7,
1,1970,5,2,611,7,
1,1959,1,1,611,7,
2,1962,1,1,710,7,70
1,1969,1,1,133,7,250
2,1969,1,1,254,7,225
1,1995,5,1,,7,
2,1997,0,1,,7,
1,1952,1,1,611,7,
2,1958,1,1,611,7,
1,1981,5,1,312,7,239.3
2,1930,2,1,,7,
1,1932,1,1,,7,
2,1935,1,1,,7,
1,1930,1,1,,7,
2,1933,1,1,,7,
1,1960,1,1,611,7,
2,1961,1,1,611,7,
1,1988,5,1,231,7,249.6
1,1984,5,1,231,7,260.4
1,1955,1,2,611,7,
2,1958,1,2,611,7,
1,1980,5,2,611,7,
1,1982,5,2,,7,
1,1941,1,2,611,7,
2,1944,1,1,611,7,
1,1972,1,2,611,7,
2,1975,1,2,521,7,
1,2004,0,2,,7,
1,2005,0,2,,7,
2,2009,0,2,,7,
2,2012,0,2,,7,
1,1962,1,1,510,7,
2,1966,1,1,313,7,
2,1996,5,1,953,7,
2,1932,2,2,,7,
1,1955,1,2,611,7,
2,1954,1,2,611,7,
1,1947,3,1,991,7,
2,1944,2,1,611,7,
2,1927,2,2,,7,
1,1932,2,1,,7,
1,1973,1,1,611,7,
2,1972,1,1,432,7,200
1,2004,0,1,,7,
2,2006,0,1,,7,
2,1934,2,2,,7,
1,1968,1,1,429,7,100
2,1975,1,1,611,7,
2,2006,0,1,,7,
1,1969,5,2,521,7,220.3
2,1974,1,2,,7,
1,1978,1,2,910,7,183.5
2,2011,0,2,,7,
2,1924,2,2,,7,
1,1932,2,1,,7,
2,1941,2,1,,7,
1,1970,5,1,792,7,
1,1939,1,1,,7,
2,1936,1,1,,7,
2,1932,2,2,,7,
2,1937,2,1,611,7,
2,1925,2,2,,7,
2,1951,2,2,611,7,
1,1977,1,2,611,7,
1,1934,2,2,611,7,
1,1946,1,1,611,3,
2,1950,1,1,611,3,
1,1933,1,1,611,3,
2,1937,1,1,611,3,
1,1965,1,2,751,3,267.8
2,1969,1,2,930,3,121.3
2,1996,5,2,,3,
1,1998,0,2,,3,
1,1960,1,2,741,3,584
2,1966,1,2,,3,
1,1987,5,2,221,3,100
2,1991,5,2,247,3,140
1,1943,3,2,941,3,25
1,1982,5,2,751,3,
1,1970,3,2,832,3,253
1,1932,1,1,,3,
2,1935,1,1,,3,
1,1952,1,1,942,4,135
2,1951,1,1,314,4,
1,1980,1,1,247,2,250
2,1979,1,1,252,2,0
1,2010,0,1,,2,
2,2012,0,1,,2,
2,1965,1,1,,4,
1,1959,1,1,,4,
2,2003,0,1,,4,
1,1966,5,2,151,4,
1,1967,1,2,141,4,280
2,1977,1,2,313,4,140
1,2002,0,2,,4,
1,2005,0,2,,4,
2,1955,2,1,930,4,150
2,1934,2,2,,4,
2,1939,2,2,611,4,
1,1967,1,2,530,4,
2,1976,1,2,530,4,
2,1997,0,2,,4,
1,1998,0,2,,4,
1,1960,1,2,743,6,191.3
2,1963,1,2,930,6,150
1,1989,5,2,,6,
2,1992,5,2,,6,
1,1943,1,1,,1,
2,1948,1,1,,1,
1,1979,1,1,273,1,466.6
2,1979,1,1,320,1,416.6
2,1959,1,1,,2,
2,1989,5,1,,2,
1,1958,1,1,141,2,1226.7
1,1961,1,1,223,1,799.7
2,1964,1,1,254,1,130
1,1991,5,1,,1,
2,1993,5,1,,1,
1,1947,1,1,942,1,142.5
2,1947,1,1,941,1,116.6
1,1976,5,1,910,1,252
2,1979,1,2,286,4,181
1,1979,1,2,286,4,340
2,2008,0,2,,4,
1,2014,0,2,,4,
1,1969,1,2,222,1,400
2,1970,1,2,313,1,405.5
1,1997,0,2,,1,
2,1999,0,2,,1,
2,1972,3,1,254,2,250
1,1954,2,1,873,2,165
2,1960,6,2,,2,
1,1981,5,2,875,2,
1,1983,1,2,274,2,212.5
2,1982,1,2,313,2,180
2,2007,0,2,,2,
1,2008,0,2,,2,
2,1952,4,2,951,2,40
1,1949,1,2,,2,
2,1950,1,2,,2,
2,1979,1,2,313,2,170
1,1977,1,2,312,2,333
2,2009,0,2,,2,
1,1958,1,1,873,2,351
2,1953,1,1,421,2,16
2,1981,5,2,281,2,120
1,1983,1,2,761,2,316
2,1983,1,2,,2,
2,2013,0,2,,2,
2,1938,2,2,,1,
1,1942,1,2,611,2,
2,1947,1,2,611,2,
1,1939,1,1,611,2,
2,1938,1,1,611,2,
1,1935,1,2,611,2,
2,1946,1,2,611,2,
1,1932,1,1,611,2,
2,1932,1,1,611,2,
2,1947,3,1,,2,
1,1948,1,2,611,2,
2,1951,1,2,611,2,
2,1981,5,2,259,2,150
2,1939,2,2,941,2,20
1,1947,1,2,611,2,
2,1952,1,2,442,2,
2,1924,2,2,,2,
1,1936,6,1,611,2,
2,1939,2,1,611,2,
1,1939,1,2,611,2,
2,1944,1,2,611,2,
1,1968,5,2,,2,
2,1921,2,1,,2,
2,1950,2,1,421,2,53
2,1998,0,1,,2,
2,2001,0,1,,2,
2,1936,2,1,,2,
2,1946,2,2,941,2,20
1,1973,5,2,,2,
1,1981,5,2,821,2,135
1,1944,1,1,248,7,
2,1948,1,1,,7,
2,1954,2,2,611,2,
1,1980,5,2,313,2,625
1,1962,1,1,611,2,
2,1967,1,1,611,2,
2,1990,5,1,,2,
2,1991,5,1,399,2,60
1,1994,5,1,,2,
1,1935,2,1,611,2,
2,1968,5,1,510,6,191.6
1,1929,1,1,,1,
2,1937,1,1,,1,
1,1944,1,1,,1,
2,1945,1,1,,1,
1,1972,1,2,521,1,
2,1976,1,1,422,1,
1,1964,1,1,821,1,383.4
2,1962,1,1,930,1,188.3
2,1997,0,1,,1,
2,1940,2,1,,1,
1,1986,1,2,510,1,196
2,1988,1,2,521,1,175
1,2013,0,2,,1,
1,1934,2,1,,1,
2,1936,2,1,,1,
1,1985,5,1,432,1,273.3
1,1944,2,1,,1,
1,1950,1,2,910,1,
2,1954,1,2,,1,
1,1970,5,2,780,1,583.3
1,1972,1,1,774,1,375
2,1974,1,1,,1,
2,2007,0,1,,1,
1,2008,0,1,,1,
2,2012,0,1,,1,
1,1968,1,2,441,1,246.67
2,1968,1,1,863,1,121.25
2,2009,0,1,,1,
1,1974,1,2,254,1,450
2,1979,1,2,521,1,224.7
1,2010,0,2,,1,
2,1935,2,1,,1,
2,1930,2,1,,1,
2,1971,3,1,251,5,
2,1995,5,2,,5,
1,1962,1,1,910,5,
2,1928,2,2,,5,
2,1968,1,2,611,5,
1,1978,1,2,875,5,
2,1971,1,1,951,5,54
2,2006,0,1,,5,
1,1960,1,1,611,5,
2,1962,1,1,611,5,
1,1995,5,1,922,5,
1,1941,1,2,,5,
2,1944,1,1,951,5,
2,1931,2,2,,5,
1,1935,1,2,,5,
2,1940,1,1,,5,
2,1933,2,1,,5,
1,1940,1,2,,5,
2,1953,1,1,,5,
1,1979,5,1,930,5,360
1,1939,1,1,,5,
2,1950,1,1,952,5,100
2,1942,1,2,,5,
1,1969,1,1,873,5,264.5
2,1980,1,1,313,5,183.5
2,2004,0,1,,5,
1,2006,0,1,,5,
1,1982,1,2,141,5,387
2,1983,1,2,,5,
1,2012,0,2,,5,
1,2012,0,2,,5,
1,1975,5,2,873,5,
2,1944,2,2,,5,
1,1971,3,1,442,5,
2,1997,0,1,,5,
1,1998,0,1,,5,
1,1941,1,1,921,5,51
2,1946,1,1,,5,
1,1964,4,2,,5,
1,1996,5,2,,5,
1,1997,0,2,,5,
2,1968,3,1,,5,
2,1991,5,2,521,5,
1,1935,1,1,,5,
2,1943,1,1,,5,
2,1938,2,1,,5,
2,1937,2,2,,5,
1,1972,1,1,730,5,
2,1972,1,1,999,5,20
2,2004,0,1,,5,
1,1968,1,1,852,5,233
2,1968,1,1,259,5,70
1,1996,5,1,235,5,
1,1999,0,1,,5,
2,1934,2,1,611,5,
1,1943,2,2,611,5,
1,1949,1,1,,1,
2,1957,1,1,,1,
1,1974,3,1,910,7,
1,2003,0,1,,7,
1,2004,0,1,,7,
2,1939,2,1,,7,
1,1979,1,1,311,7,281.6
2,1979,1,1,254,7,140
1,2010,0,1,,7,
2,2011,0,1,,7,
1,2013,0,1,,7,
1,1977,5,2,864,7,240
1,1975,5,2,875,7,
1,1939,1,2,,7,
2,1942,1,2,,7,
2,1940,2,1,,7,
1,1979,1,1,330,7,289.2
2,1980,1,1,330,7,273.3
2,2010,0,1,,7,
2,2012,0,1,,7,
1,1973,1,2,510,7,995
2,1974,1,2,799,7,185.8
2,2001,0,2,,7,
1,1938,1,2,611,7,
2,1939,1,2,611,7,
1,1936,1,1,611,7,
2,1936,1,1,611,7,
1,1947,1,1,611,7,
2,1953,1,1,951,7,80
1,1939,1,2,611,7,
2,1942,1,1,611,7,
1,1957,1,1,,7,
2,1959,1,1,441,7,136.6
2,1983,1,1,311,7,223.5
1,1969,1,1,311,7,245.8
2,1928,2,1,941,1,10
2,1965,3,1,,1,
1,1943,3,1,,5,
2,1938,2,1,611,5,
1,1937,2,2,611,5,
2,1931,2,2,,5,
2,1939,2,2,,5,
1,1965,5,2,,5,
2,1949,2,1,611,5,
2,1949,2,2,611,5,
1,1957,1,2,930,5,156
2,1961,1,2,311,5,380
2,1986,5,2,253,5,228.4
1,1991,5,2,441,5,230.4
1,1952,1,2,942,5,145.4
2,1957,1,2,952,5,120
1,1941,1,1,941,5,
2,1939,1,1,,5,
2,1951,2,1,,5,
1,1980,1,2,330,5,435
2,1980,1,2,,5,
2,2008,0,2,,5,
2,2011,0,2,,5,
1,1935,1,2,,5,
2,1939,1,2,,5,
1,1946,1,2,,5,
2,1950,1,2,,5,
2,1952,3,1,952,5,81.16
1,1968,1,2,149,5,425
2,1971,1,2,953,5,113.4
2,1999,0,2,,5,
2,2002,0,2,,5,
1,1935,2,2,,5,
2,1978,3,2,,5,
2,1997,0,2,,5,
1,2003,0,2,,5,
2,1931,2,1,,5,
2,1940,2,1,,5,
1,1982,1,2,312,5,400.41
2,1981,1,2,313,5,170
2,2014,0,2,,5,
1,1985,5,2,239,5,349
1,1942,1,1,999,5,35
2,1945,1,1,,5,
2,1947,2,1,,7,
1,1948,1,1,,7,
2,1952,1,1,,7,
1,1979,5,1,313,7,379.2
2,1981,5,1,441,7,192.3
1,1939,6,1,,7,
2,1953,2,1,941,7,
1,1941,1,2,,7,
2,1945,1,2,,7,
2,1940,2,1,,7,
1,1964,1,2,252,7,570
2,1965,1,2,,7,
2,1994,5,2,,7,
2,1997,0,2,,7,
1,1971,1,2,930,7,268.3
2,1971,1,1,,7,
2,2009,0,1,,7,
2,1947,2,2,521,7,
1,1938,1,2,,7,
2,1942,1,1,941,7,
1,1942,2,2,,7,
2,1947,2,1,,7,
1,1955,1,2,611,7,
2,1957,1,2,611,7,
2,1937,2,2,,7,
2,1943,2,1,,7,
2,1945,2,1,,7,
2,1918,2,1,,7,
1,1930,1,1,,7,
2,1936,1,1,,7,
2,1937,2,1,,5,
1,1946,1,1,,5,
2,1945,1,1,521,5,
1,1975,5,1,521,5,
2,1961,1,1,952,1,92
1,1947,1,1,,1,
2,1981,5,1,399,1,157
1,1984,5,1,953,1,149.1
1,1987,5,1,953,1,168.4
1,1960,1,2,111,1,1250
2,1960,1,2,,1,
1,1988,5,1,,1,
2,1994,5,2,,1,
1,1940,1,1,242,1,
2,1947,1,1,,1,
1,1974,1,1,248,1,80
2,1972,1,1,,1,
2,2004,0,1,,1,
1,2006,0,1,,1,
1,1938,1,1,,2,
2,1940,1,1,,2,
1,1953,1,1,223,1,418.3
2,1957,1,1,521,1,92
1,1984,1,1,235,2,580
2,1984,1,1,,2,
1,1967,5,1,510,1,300
2,1965,2,2,,1,
1,1980,5,1,399,1,273.3
1,1940,2,2,999,1,20
1,1974,5,2,,1,
1,1937,1,2,,1,
2,1939,1,2,,1,
1,1956,1,1,252,1,505
2,1957,1,1,,1,
1,1932,1,2,,1,
2,1933,1,2,,1,
1,1955,1,2,873,2,
2,1958,1,2,613,2,
1,1945,1,1,910,1,76.16
2,1948,1,1,510,1,40
1,1973,5,1,910,1,300
1,1949,1,2,,1,
2,1952,1,2,951,1,
1,1976,1,2,312,1,324.6
2,1978,1,2,281,1,266.3
2,1936,2,2,611,5,
1,1938,2,2,,5,
1,1946,2,1,,5,
2,1939,2,1,611,5,
1,1937,2,1,,5,
1,1933,1,1,611,5,
2,1936,1,1,611,5,
2,1955,2,1,,5,
2,1937,2,2,,5,
1,1957,1,2,611,5,
2,1961,1,2,611,5,
2,1984,5,2,521,5,
1,1987,5,2,611,5,
1,1986,5,2,,5,
2,1965,2,2,,5,
2,1994,5,2,999,5,110
2,1946,2,1,,5,
1,1947,1,1,611,5,
2,1946,1,1,611,5,
1,1991,5,2,930,5,210
2,1941,3,1,,5,
2,1974,5,2,246,5,275
1,1957,1,2,611,5,
2,1956,1,2,611,5,
1,1939,1,2,611,5,
2,1948,1,2,611,5,
1,1958,3,2,,5,
1,1941,1,1,611,5,
2,1943,1,1,611,5,
1,1946,1,2,611,5,
2,1955,1,2,611,5,
1,1980,5,2,239,5,525
2,1946,2,1,,5,
2,1932,2,2,,5,
2,1946,3,1,,5,
2,1981,5,2,951,5,107.1
1,1981,5,2,999,5,179.5
2,1947,2,2,,5,
2,1980,5,2,421,5,160
1,1964,1,1,910,5,
2,1961,1,1,930,5,
2,1941,4,2,,7,
2,1949,2,1,,7,
2,1956,3,1,,7,
2,1937,2,2,,7,
1,1956,2,2,,7,
1,1940,1,2,,7,
2,1945,1,2,,7,
1,1945,1,2,,7,
2,1947,1,2,,7,
1,1956,1,2,921,7,250
2,1962,1,2,,7,
1,1976,1,1,313,7,458.3
2,1977,1,1,252,7,438.9
1,2012,0,1,,7,
1,1949,1,1,,7,
2,1951,1,1,,7,
1,1945,1,1,611,6,
2,1950,1,1,611,6,
2,1943,2,1,611,6,
2,1941,2,1,611,6,
1,1939,1,2,611,6,
2,1943,1,2,611,6,
2,1937,5,1,,3,
2,1941,2,1,,3,
1,1944,1,1,,3,
2,1952,1,1,,3,
1,1942,1,2,,3,
2,1945,1,1,930,3,138.8
1,1942,1,1,,3,
2,1947,1,1,,3,
1,1974,1,2,873,3,314.1
2,1972,1,1,247,3,138.8
1,2000,0,2,,3,
2,2002,0,2,,3,
1,1966,5,2,,1,
2,1945,2,1,,1,
1,1977,5,1,851,3,300
2,1947,2,1,,3,
1,1951,1,2,930,3,200
2,1955,1,1,,3,
1,1982,5,2,510,3,240
1,1954,1,1,,3,
2,1958,1,1,,3,
1,1982,5,1,231,3,100
2,1991,5,1,521,3,130
2,1945,2,1,941,1,60
2,1970,5,1,,1,
1,1967,1,1,312,1,290.3
2,1975,1,1,313,1,180
2,1997,0,1,,1,
2,1999,0,1,,1,
1,1945,1,2,132,1,251
2,1946,1,1,,1,
1,1958,1,2,875,1,307.1
2,1961,1,2,521,1,
1,1959,1,1,320,1,338.1
2,1967,1,1,,1,
1,1987,5,1,,1,
1,1988,5,1,399,1,200
2,1951,2,2,,1,
1,1954,1,1,811,1,
2,1958,1,1,811,1,
2,1982,5,1,530,1,244
1,1952,1,1,,4,
2,1955,1,1,421,4,17
1,1942,1,1,521,4,
2,1942,1,1,521,4,
2,1948,3,2,,3,
2,1944,3,1,,3,
1,1946,1,1,930,3,158
2,1946,1,1,,3,
1,1945,1,2,,3,
2,1951,1,2,930,3,100.8
1,1952,5,2,,3,
2,1951,3,1,,1,
2,1938,2,1,,4,
1,1949,2,2,,4,
1,1994,5,2,,4,
2,1933,2,2,,3,
2,1971,3,2,,4,
1,1994,5,2,,4,
2,1950,3,2,421,4,50
1,1936,1,1,,3,
2,1939,1,1,,3,
2,1942,2,1,,3,
1,1929,1,1,,3,
2,1933,1,1,,3,
1,1947,1,1,,3,
2,1950,1,1,421,3,75
2,1943,2,1,991,3,
1,1931,1,2,,3,
2,1933,1,2,,3,
2,1962,3,1,521,3,
2,1997,0,2,,3,
1,1938,1,2,611,3,
2,1939,1,2,,3,
2,1931,2,1,,3,
2,1928,2,2,,3,
2,1934,2,2,,3,
1,1945,1,1,,3,
2,1950,1,1,941,3,87
1,1979,1,2,873,3,330.6
2,1978,1,2,999,3,
1,2010,0,2,,3,
2,2010,0,2,,3,
2,1935,2,1,,3,
1,1935,1,1,876,3,156
2,1938,1,1,,3,
1,1943,4,2,,3,
2,1939,2,1,,3,
2,1933,2,1,,3,
1,1955,1,2,753,3,257
2,1961,1,2,,3,
1,1936,1,1,521,3,
2,1942,1,1,521,3,
1,1934,1,1,,3,
2,1934,1,1,,3,
1,1963,5,1,,3,
2,1936,2,1,,3,
1,1975,1,1,853,3,371
2,1978,1,1,,3,
2,2002,0,1,,3,
2,2004,0,1,,3,
1,1976,1,2,873,3,431
2,1979,1,2,,3,
2,2012,0,2,,3,
2,2012,0,2,,3,
1,1932,1,1,,2,
2,1940,1,1,,2,
1,1935,1,1,,2,
2,1933,1,1,,2,
1,1962,1,2,,3,
2,1965,1,2,930,3,205
1,1988,5,2,314,3,150
1,1947,1,1,,3,
2,1951,1,1,,3,
2,1984,5,2,313,3,188
1,1949,3,2,875,2,
1,1978,5,2,,2,
1,1958,5,1,941,2,333.3
1,1964,1,1,773,3,
2,1966,1,1,930,3,129.6
2,1989,5,1,259,3,254
2,1991,5,1,,3,
2,1943,2,1,952,3,20
1,1957,1,1,710,3,271.6
2,1963,1,1,930,3,173.3
1,1946,1,2,841,3,269.5
2,1949,1,1,,3,
2,1977,5,1,521,3,120
1,1939,1,2,,3,
2,1944,1,1,,3,
1,1977,1,2,312,3,333.3
2,1980,1,2,259,3,80
1,2009,0,2,,3,
1,2011,0,2,,3,
2,1969,3,2,521,3,158
2,1991,5,2,510,3,164.7
2,1994,5,2,,3,
1,2009,0,2,,3,
2,1939,3,1,,3,
1,1979,5,2,510,2,250
2,1941,2,2,,2,
1,1962,1,2,771,2,254.2
2,1966,1,2,,2,
2,1937,2,1,,2,
1,1951,1,1,953,2,250
2,1953,1,1,953,2,150
1,1977,1,1,151,2,
1,1981,5,1,235,2,352
2,1983,1,1,313,2,192
1,1976,1,2,761,2,283
2,1977,1,2,259,2,80
1,2010,0,2,,2,
2,1944,2,2,,2,
1,1975,5,1,762,2,210
1,1970,1,2,751,2,300
2,1973,1,2,254,2,125
2,2003,0,2,,2,
2,2004,0,2,,2,
2,1943,5,2,,4,
1,1948,1,2,,4,
2,1949,1,2,953,4,
1,1953,1,1,271,4,
2,1962,1,1,930,4,202
1,1985,5,1,861,4,265.8
1,1936,1,2,,4,
2,1939,1,2,,4,
1,1945,1,2,999,3,
2,1946,1,2,,3,
1,1973,5,2,,3,
1,1975,5,2,,3,
2,1936,2,2,,3,
1,1962,5,2,942,3,125
2,1959,2,2,,3,
2,1935,2,1,,3,
2,1945,2,1,,3,
1,1998,0,1,,3,
1,1934,1,2,611,3,
2,1940,1,2,,3,
2,1933,2,1,,3,
1,1929,6,1,611,3,
2,1933,2,1,611,3,
2,1933,2,1,611,3,
1,1962,3,2,,3,
2,1938,2,1,,3,
2,1932,2,1,,3,
2,1934,2,2,,3,
1,1942,2,2,,3,
1,1957,3,2,,3,
2,1951,3,2,,2,
1,1943,1,1,,3,
2,1948,1,1,,3,
1,1949,1,2,,3,
2,1949,1,1,399,3,
1,1942,1,1,,3,
2,1947,1,1,941,3,90
1,1944,1,2,942,3,120
2,1952,1,1,,3,
1,1939,1,1,,3,
2,1940,1,1,,3,
2,1939,2,2,999,3,20
2,1968,3,2,941,3,
2,1993,5,2,,3,
2,1996,5,2,,3,
2,1974,5,1,399,2,170
2,1939,2,1,,2,
2,1942,2,1,,3,
2,1937,2,1,,3,
1,1971,1,2,521,3,214.4
2,1976,1,2,247,3,104
1,2002,0,2,,3,
1,2003,0,2,,3,
1,1961,5,1,,2,
2,1938,2,1,,2,
1,1961,1,1,841,3,226.6
2,1964,1,1,930,3,184.8
1,1961,1,1,753,3,666.6
2,1963,1,1,521,3,
2,1995,5,2,,3,
1,1957,3,2,,2,
1,1971,5,2,,2,
1,1970,5,1,,2,
2,1975,1,1,,2,
1,1972,1,1,,2,
1,1997,0,1,,2,
1,2001,0,1,,2,
1,2007,0,1,,2,
2,2014,0,1,,2,
1,1973,1,2,761,2,389.9
2,1973,1,2,399,2,120
2,2001,0,2,,2,
1,2002,0,2,,2,
1,1967,1,2,442,2,
2,1970,1,2,,2,
2,1996,5,2,,2,
1,1998,0,2,,2,
1,1956,1,2,873,2,
2,1957,1,2,,2,
2,1983,5,2,222,2,300
1,1985,5,2,,2,
1,1951,1,1,,2,
2,1953,1,1,864,2,117.5
1,1982,5,1,930,2,158
1,1937,1,1,,2,
2,1936,1,1,,2,
1,1969,5,1,,2,
2,1942,2,1,,2,
2,1996,5,1,,2,
2,1997,0,1,,2,
2,1969,2,1,999,2,75
2,1993,5,1,,2,
2,1998,0,1,521,2,
2,1962,2,1,510,2,166.6
1,1996,5,1,,2,
1,1965,1,2,224,2,488
2,1964,1,2,873,2,
2,1991,5,2,285,2,258
1,1992,5,2,,2,
2,1975,3,1,,2,
1,2000,0,1,,2,
2,2004,0,1,,2,
2,2008,0,1,,2,
1,1953,1,1,611,3,
2,1956,1,1,611,3,
2,1924,2,1,,3,
2,1939,2,1,,3,
1,1973,5,1,,3,
2,1957,2,2,991,3,
2,1936,2,1,,3,
2,1934,2,1,,3,
1,1939,4,2,,3,
2,1938,2,1,,4,
2,1938,2,1,,4,
1,1939,1,1,,4,
2,1940,1,1,,4,
1,1942,1,1,,4,
2,1952,1,1,,4,
1,1957,1,1,942,3,150
2,1961,1,1,952,3,108
2,1951,1,2,611,3,
1,1942,1,1,941,4,
2,1944,1,1,,4,
1,1974,1,2,271,3,608
2,1978,1,2,399,3,50
1,2003,0,2,,3,
2,2004,0,2,,3,
1,1941,1,1,,3,
2,1944,1,1,,3,
2,1948,4,2,,3,
2,1951,3,2,421,3,76.9
1,1962,1,1,,3,
2,1965,1,1,,3,
2,1993,5,2,,3,
1,1939,1,1,,3,
2,1943,1,1,,3,
2,1952,2,1,952,3,140
1,1977,1,2,,3,
2,1981,1,2,254,3,220
1,2009,0,2,,3,
1,2011,0,2,,3,
2,1948,2,1,611,3,
2,1946,2,2,,3,
2,1965,2,1,,3,
1,1991,5,1,999,3,
1,1997,0,1,,3,
1,1959,3,2,910,3,
2,1946,2,1,,3,
1,1932,1,1,,3,
2,1935,1,1,,3,
1,1972,5,1,,3,
2,1942,2,1,952,4,20
1,1944,1,1,,7,
2,1947,1,2,,7,
